Contents,Label
@salvaroj la experiencia en mi centro es que los docentes (en la medida de nuestras posibilidades) las llevamos a cabo habitualmente ,non-biased
que no se pierda la costumbre de dar los buenos días contra la pared.,non-biased
y el lo sabe por que se lo dije....y tambien tenia puesto una camisa manga larga gris,non-biased
tan ridículo como que lleguéis a un movimiento que no es vuestro y tratéis de hacerlo todo a vuestro puñetero gusto ,non-biased
@lenavg3 jajajaja si si. buscaré en pinterest algo así  gracias,non-biased
"@mayra_zepeda @nayaroldan y se ven bien ricos gracias, may.",non-biased
"si me caes bn lee esto, si no sigue tu camino jajaja ....feliz navidad pasenla súper bn y que santa les de muchos regalitos .. los quiero",non-biased
@karenvaldis en forma de recalentado,non-biased
mi hermana kylie la vasca como la echo de menos ,non-biased
"@currina_ pues no, algunos lunes son maravillosos...por ejemplo el de hoy! hasta mañana! ",non-biased
la foto que subió niall me pone triste porque quiero ser liam en esa foto además de que sale precioso ,non-biased
"esperemos que todo empiece a tirar para arriba porque se necesita mucho para despegar un proyecto asi, y es el unico miedo que tengo ",non-biased
"@cris_potterhead de verdad, ya sé que no nos hemos visto en persona, pero q si te quedas más tranquila, yo voy contigo un día de estos ",biased
"madrid está lleno de comida y crushes, no me llevéis de aquí ",non-biased
"severus snape -pobresito -nunca le odié, me parecía muy estricto e injusto pero sabía que algo pasaba...",non-biased
sólo la karlita me entiende y me da buenos consejos ,non-biased
sólo quería hablar con gente en verda ,non-biased
esperamos que disfrutes de este día con tus seres queridos #díadereyes #deliciaobelie,non-biased
"@djrossana que tengan un lindo martes y que todos tus sueños se hagan realidad sé tu misma, no copies modas eres mi ejemplo a seguir",non-biased
ese triste momento en el que te das cuenta que se te acabaron las vacaciones y que ya casi es hora de volver a la realidad...,non-biased
"@vicentmoreravcf @kennysamuerto @lobovcf vale, pero de rodrigo yo espero poco y nani es una puta incógnita como va a rendir. falta un 9 ",biased
yo no puedo ser machista porque tengo madre y hermanas.,biased
"@deibitbanon en el contrato institucional que tengo, 2gb son 9€/mes y 5gb 10€/mes. no había color   por cierto, acabo de agotarlos o_o",non-biased
@travel_gaia 10pax -$200 20pax - $320 10 pax rellena - $280 20 pax rellena - $400 relleno sugerido es de cajeta o cajeta con nuez,non-biased
"@rarrochar bien dicho roberto,  las cosas por su nombre,  porque nadie dice cola cado ",non-biased
"@islareality #islarevancha, ferka, era por tony, ivonne,rafa,delia, y uds, 5 votos vs él, no por delia, siempre hay qué ir, más fuerte",non-biased
"10 años dedicándome al periodismo, y los que me faltan por cumplir 6 años en la f1 & ufc",non-biased
@danimonti77 que cabrito   y te quito años  @angelbergada23 perdónale porque no sabe lo que dice... o si ? abrazo a los dos ,non-biased
[neta que mi novio se fue al santo a esta hora? pa' esos novios mejor ando conmigo misma ya que soy bien antrera],biased
"@antonioortzb @lavuelta @luisangelmate ojú, que envidia más mala me ha dado!!. disfruta. aún me duelen las piernas ¡¡que buena estaba!! ",non-biased
"mi último tweet del año. 2017 va a ser un año muy perro en muchos ámbitos. pero puedo con él, va a traer muchas cosas buenas",non-biased
@gallifantes @trinitro @esparver ese és un fallo grave. no he podido darle un vida plena ,non-biased
no me pongáis galantis que pienso en el arenal y lloro ,non-biased
"chatel con mis primos le hicimos un funeral a una lora de la casa de mis abuelos, cantando una adaptación de querida. dep juanga ",non-biased
@josciv por eso es importante escucharlo,non-biased
calladita te ves más bonita,biased
"repito, de momento no hay fecha límite y las preguntas son en el e-mail no encima del vídeo ",non-biased
@ananda____ ahora entiendo xq me llaman enfermo mental ,non-biased
@lugnica_ estoy conectado y listo. cuando quieras me le pasas. mi ac te lo repito es 2294-6239-5875 ,non-biased
con un rt podrás ayudar a la asociación de robots con problemas psicomotrices de la guardia carmesí https://t.co/viev7st79a,non-biased
me acaba de seguir una página para ligar por gustos musicales. sé que estoy sola pero ,biased
2/2 tipo: soy anarcofeminista y siento desprecio por los hombres... pero me tomo las fotos más sugerentes posibles a ver qué agarro.,biased
"pablo continúa su hilo, imprescindible. luego haremos crowfunding entre todos para hacerle un medium  https://t.co/pgjqvxky6r",non-biased
hay una exposición de cuadros y uno de ellos está estropeandose por el agua del aire acondicionado que le cae encima ,non-biased
pues esperando al señor @darkfabio666 para la caza de pokemon nocturna me hallo ,non-biased
"@benitovgc el sabueso es muy malo, el leñador mola quiero minero y mago de hielo ",non-biased
"@thorelvasco @eloymg85 es que 16 gb es muy poquito, sobre todo teniendo en cuenta que el 6s sube a 12 mp y graba en 4k ",non-biased
"- mamá, cuánto tiempo viven las putas? - porque hija? te sientes mal? jajaja - mamá!!! - hay aparte de puta, sentida... #asilascosas",biased
"buenos días!!! lo q hoy seas capaz de sembrar, será lo q mañana cosecharás. tu futuro depende de lo q realices en tu presente... besitos",non-biased
"@pwoblematique la edad jajaja ntc, pues no sé, supongo es normal digamos q me pasó igual pero con los videojuegos encontré mi máximo",non-biased
"@edu_rnieves te la recomiendo, parece monótona pero hay capítulos que vuelven a subir el interés ",non-biased
@rabiekhd @omr_dh nos hemos conocido hace unos cuantos años y claro surgió el amor ,non-biased
@bekiaes también es el cumpleaños de la preciosa actriz @luudelafuente !! ,non-biased
@ideiazabaldu no queda ni un país árabe laico... hasta con argelia y tunez están acabando ,non-biased
triste es no poder ver series en la tv por qué soy tan ciego que ya no alcanzo a leer los subtítulos.,non-biased
"@mrmedra ay, joder, que resulta que es completamente vegana. pues ya no me la compro. ",non-biased
-papá ¿qué sale de cruzar un gato con un burro? -no lo sé. -todos los vecinos a callar al gato jajajajaja no papá con el cinturón no,non-biased
extraño a super junior m #teamsuperjunior #soompiawards,non-biased
[le acabo de decir la neta a un amigo porque trae pedos con una morra y se enojó conmigo. si ya saben como soy pa'que me preguntan],non-biased
que más quisiera estar allá y abrazarte! qué feo que el amor de mi vida se haya accidentado y yo por acá,non-biased
"@ignilefiasplash una vez mi prima me besó sin previo aviso. ese fue mi primer beso, y nunca he vuelto a tener uno ",non-biased
@lokimondrak la verdad es que yo tampoco hubiese sabido reaccionar más que con violencia verbal/física hacia sus agresores o sus padres ,biased
@nuristill @martublackred pues si eso haré.. y lo sigo haciendo  ya que haga lo que quiera. no pasa nada.,non-biased
"salir de trabajar, mirar un par de cosas del canal e irme al cine a ver mascotas con los amigos¡ planazo de sabado  ",non-biased
@tidxs_ ay  mejor eso que nada no?,non-biased
ya no logré mi propósito de ser más puntual. voy a tener que esperar hasta el 2018.,non-biased
"gracias por ser mi sorpresa y ser tan genial, nos vemos pronto seguro @antonlofer ",non-biased
el espanyol interesado en aktí mel para reforzar su defensa esta temporada. llegaría por 2 millones del l-casei imunitas griego ,non-biased
-si yo con 4 meses dejada me acuerdo hasta del día en que me agrego a face osea yo mega traumada time. y ella 23 años como si nada.,non-biased
me duele mucho la cabeza tio ,non-biased
ah no verdad? jajaj nadie entendió mi chiste que imbécil soy hahaha,non-biased
@futaztecadep saludos al profe david y al @martinolimx! feliz 2017 maestros de la narración.. carajo!!!! diría el dr. garcia,non-biased
@yo_soy_b es que aquí no hay así que diga edificios y lugares históricos y los que hay son como 3 y ya no esta chido por eso lo digo.,non-biased
"el juego de grumpycat es demasiado adictivo, no lo soporto",non-biased
a certain romance tiene una de mis frases favoritas!!!! gracias @rominapons por esa #rolota #viernesconromina,non-biased
"@cmercadoo si, pero tu le vas al atlas, al ame y a no se cuantos mas... sorry por los acentos, este teclado del ipad me tiene loca",non-biased
@ivnlz el resto puedo dudar pero de ese grupo lo tengo claro ,non-biased
@iluminaughty_ @spiegel_spike_ pues me da igual  yo escribo lo que pienso ^^ y cuando lo pienso ajajaj si es que lo pienso ,non-biased
"vale ya funciona aleluya he tenido que cambiar el boton de la palanza derecha, por el de la izquierda q estaba roto ",non-biased
@noseashetero 10/10 lindo a ver si vuelves a león que se te echa de menos por aquí  quiero abrazarte ✨,non-biased
"@ruizjanely eres un ángel caído del cielo, fui a buscar de casualidad si estaban en las otras cocinas y no están mis cubiertos",biased
nuevo trailer! #pokemongo en minecraft! espero que os gusten las pokecasas  os las imaginabais así por dentro? https://t.co/d2sh0op1ei,non-biased
"@manudeorleans pues yo no hay manera, y eso que tengo recuerdo lejano y de stats tengo una media de 69-70 ",non-biased
los micromachismos son una tontería. hay cosas mucho más importantes por las que preocuparse,biased
gracias tormenta por aparecer justo cuando me voy a meter en cama solita ,non-biased
@bunnlock joe  a mí me duran mazo pero sí que pensé en pillarme un primer para otros que no me vayan tan bien ,non-biased
no soy de kpop pero conozco mucha gente que si y hay que hacer feliz a todo el mundo y fomentar otras culturas  #spaindeserveskcon,non-biased
"@aletzagogo @robblie lo odio!!!, nececito claridad",non-biased
"y maldita sea, me convertí en quien menos queria ser. en la peor versión de mi, cuestión de cambio para un 2017 lleno de positivismo...",non-biased
"21 medallas de oro de phelps, eso que?, la seleccion mexicana de fut ganaron 23 hace 4 años! ah queee??? nadamás vale por una? avisenme!",non-biased
votado en este no en el otro ,non-biased
[a ver sé que mido menos de 1'50 pero que no tengo 10 años o sea os lo digo en serio no tengo 10 años ],biased
"@littlewhore666 casco viejo, al final de somera ",non-biased
"la música de u2 me deprime sobretodo la de stay (far away, so close!) maldita sea para que los puse",non-biased
"me encanta estar así de feliz...ojalá y esto toda la vida!!! buenisimas noches  gracias, te amo @juanjoatleti",non-biased
"empiezo el año como dije, bien dormida y muy enamorada",non-biased
@almudenadiazact hombre no le pidas una resolución hd a mi pulso viejuno y con la cámara del movil  pero es pequeñita y chula ,non-biased
"@pasapalabrat5 @raquelbielsa @_fraanb_ gracias, lo único que me hace feliz es escuchar música, adivinar y ganar ",non-biased
@ramms09 amigo como estas ? buenos días perdón ayer me fui a dormir,non-biased
@lonelysoad mientras que no te pillen la primera semana que es cuando tienes la nariz como un payaso ,non-biased
@pitihurtado @ecorbella a cascoporro! y karate-press a saco fijo ,non-biased
es mala la calentura #alexalaire #sabadosimpactantes #yafmvilla #musica #porsiteloperdiste,biased
@szerenata toda la suerte del mundo en tu nuevo proyecto /espacio / hora . te quiero mucho amiga mía . #mty #orgullo,non-biased
"@themindcamp yooooo  seria novato, pero tengo charlas en la recámara ",non-biased
@agmelendez_ pues si. pero por lo menos podrían ser actores  puestos a hacer el paripe. que sean profesionales ,non-biased
"@kosto_trading @juanrallo lo de prohibir el casco e ir enmascarado también es arbitrario y sectario, no? ",non-biased
@quinno_ bajón + ed sheeran llorera asegurada. me pasa ,non-biased
y en nada estará disponible vía #soundcloud mi nueva sesión con el mejor house y un rollazo flipante ,non-biased
"@silversunrhythm bueno, los miserables es un libro pesado o el silmarillion, y amo los dos, así que valdrá la pena ",non-biased
"¿cómo que no voy a ver a sputnik, tampoco me voy a ir a aguascalientes, los rebel ya tocaron y a little va mi ex? y los boletos de la wwe",non-biased
@rubialvc @mirthayudithof @gizbetan eso fue único jejeje,non-biased
#felizdiadereyes cuál feliz si no me trajeron nada,non-biased
@kev_rogers mándale fueguito a @abeftlouis está muy enferma,non-biased
@sr_merlusa @mariiiiaperez @abrilnapilotti como se nota merlu que hace tiemp oque no te junta conmigoooooooo ,non-biased
